line_id,po_number,sku,quantity,unit_price,line_status
94,po_number_755,sku_150,29,38.118859892417326,canceled
95,po_number_84,sku_180,46,59.9455568862719,backorder
96,po_number_1114,sku_154,54,73.38435368768202,fulfilled
97,po_number_2371,sku_185,59,41.557300855740046,backorder
98,po_number_1587,sku_89,39,43.17061354073653,canceled
99,po_number_842,sku_103,41,49.7166216670133,canceled
100,po_number_1191,sku_83,43,34.13918487649562,canceled
101,po_number_1524,sku_153,38,48.221893255297346,backorder
102,po_number_2353,sku_77,34,42.72615909804703,fulfilled
103,po_number_779,sku_41,26,52.29343898227151,canceled
104,po_number_2742,sku_42,33,30.400262561747265,open
105,po_number_2173,sku_129,9,50.32928739618129,backorder
106,po_number_299,sku_158,28,47.655579268279986,canceled
107,po_number_1694,sku_147,53,56.173861099756934,open
108,po_number_2431,sku_127,42,53.912656003172025,fulfilled
109,po_number_1205,sku_21,51,39.40501629665812,fulfilled
110,po_number_1859,sku_67,39,48.554369882104474,open
111,po_number_115,sku_57,45,54.39901535244926,open
112,po_number_814,sku_55,42,37.72023731007046,open
113,po_number_569,sku_161,37,64.7717095516999,canceled
114,po_number_2278,sku_20,36,62.02631521804304,open
115,po_number_1925,sku_68,37,47.08605472151016,backorder
116,po_number_300,sku_147,42,63.09554270391847,canceled
117,po_number_2521,sku_69,50,45.903606311622276,backorder
118,po_number_2424,sku_161,41,43.079910726895804,open
119,po_number_577,sku_41,43,45.2208698272842,canceled
120,po_number_540,sku_171,43,45.517396748943625,open
121,po_number_1013,sku_94,49,42.83365856893497,backorder
122,po_number_2004,sku_168,35,50.18453376928942,canceled
123,po_number_1696,sku_61,38,36.28676421632638,fulfilled
124,po_number_1131,sku_23,44,42.62685999853435,fulfilled
125,po_number_132,sku_154,64,58.814068507290116,canceled
126,po_number_1905,sku_102,44,40.32873834279436,fulfilled
127,po_number_1173,sku_168,33,36.380922270204756,fulfilled
128,po_number_2977,sku_78,46,48.87445507325302,open
129,po_number_1340,sku_117,67,55.40429619938615,canceled
130,po_number_1098,sku_16,38,46.88138116680069,fulfilled
131,po_number_2066,sku_29,46,48.35104452912481,open
132,po_number_2497,sku_16,37,53.37150780861262,backorder
133,po_number_2299,sku_32,44,62.59553694743289,canceled
134,po_number_1995,sku_173,42,51.19216991738026,open
135,po_number_1903,sku_61,36,33.05854574217482,backorder
136,po_number_1179,sku_86,36,51.376097457540105,backorder
137,po_number_2716,sku_65,49,43.02995348145583,backorder
138,po_number_1147,sku_67,41,28.117137165969698,canceled
139,po_number_177,sku_78,26,47.27177534527657,backorder
140,po_number_2159,sku_44,32,44.295442745306524,fulfilled
141,po_number_357,sku_150,58,46.27313153900306,open
142,po_number_335,sku_198,53,54.171414949032695,canceled
143,po_number_2633,sku_38,51,38.51018921249587,open
144,po_number_777,sku_110,40,56.869486124956026,open
145,po_number_915,sku_166,30,34.531932651450035,backorder
146,po_number_2267,sku_81,33,47.81122879213339,fulfilled
147,po_number_2060,sku_115,40,44.273838477351084,backorder
148,po_number_665,sku_8,42,55.676663570223376,backorder
149,po_number_1403,sku_98,36,48.33313519515736,canceled
150,po_number_2535,sku_29,29,59.43083290541652,fulfilled
151,po_number_1555,sku_107,49,46.01794425698307,fulfilled
152,po_number_2556,sku_192,46,25.251133073170358,fulfilled
153,po_number_277,sku_195,36,34.10346139831732,fulfilled
154,po_number_2105,sku_144,41,30.735781125745387,canceled
155,po_number_2160,sku_194,20,52.00191984606931,open
156,po_number_1057,sku_36,33,53.18557844142085,fulfilled
157,po_number_2199,sku_41,27,31.338827905243257,open
158,po_number_2414,sku_160,40,39.51146256726886,open
159,po_number_1622,sku_110,50,55.91149878082571,open
160,po_number_977,sku_187,52,48.67787983202739,canceled
161,po_number_2689,sku_61,39,44.54788592085269,backorder
162,po_number_1766,sku_108,33,50.894187263545014,backorder
163,po_number_1631,sku_76,61,35.55346529001735,open
164,po_number_285,sku_122,47,37.892248756230806,open
165,po_number_1201,sku_47,29,46.40725376668684,backorder
166,po_number_2354,sku_156,20,26.342412756860963,backorder
167,po_number_1427,sku_89,34,37.02750434353958,open
168,po_number_441,sku_65,25,44.48325752768642,backorder
169,po_number_2816,sku_180,30,55.23705295228332,backorder
170,po_number_2257,sku_14,9,38.61215432539788,fulfilled
171,po_number_490,sku_68,20,26.067221690346162,canceled
172,po_number_572,sku_105,30,51.5206438854167,backorder
173,po_number_773,sku_6,36,59.947061692610205,backorder
174,po_number_1577,sku_182,28,50.38132172175601,open
175,po_number_1392,sku_21,56,40.7190240898709,canceled
176,po_number_329,sku_156,34,35.0025190397305,open
177,po_number_1420,sku_99,44,35.628657789106505,backorder
178,po_number_2893,sku_45,54,21.629144620281913,open
179,po_number_1476,sku_126,44,49.23832565800253,backorder
180,po_number_1828,sku_91,33,47.78069331633123,open
181,po_number_1510,sku_143,30,40.12723496553106,backorder
182,po_number_2111,sku_133,44,38.337616153407396,open
183,po_number_1265,sku_110,35,45.85084147320575,fulfilled
184,po_number_2732,sku_200,39,43.90218307234091,backorder
185,po_number_2302,sku_41,50,41.65081954113779,fulfilled
186,po_number_1084,sku_134,38,31.403817083569606,open
187,po_number_1242,sku_129,35,59.88629548822706,open
188,po_number_278,sku_139,42,51.25045754425666,canceled
189,po_number_2745,sku_164,23,45.03451196738806,open
190,po_number_185,sku_58,27,45.79413186548776,canceled
191,po_number_1012,sku_146,41,45.642354948039234,backorder
192,po_number_2537,sku_42,26,71.296839233989,fulfilled
193,po_number_2766,sku_108,37,31.37112024682749,open
194,po_number_2322,sku_128,51,22.310635734759696,canceled
195,po_number_833,sku_73,23,33.70888879145643,fulfilled
196,po_number_1806,sku_120,36,63.84964719213549,fulfilled
197,po_number_1827,sku_145,41,42.034937782073676,canceled
198,po_number_2170,sku_100,40,41.80813873535622,fulfilled
199,po_number_704,sku_35,31,45.33385060929515,canceled
200,po_number_118,sku_73,51,46.24501696119899,fulfilled
201,po_number_188,sku_66,61,45.7481367419497,fulfilled
202,po_number_2452,sku_66,24,43.64852539648455,open
203,po_number_1081,sku_137,47,35.80066402583064,canceled
204,po_number_1669,sku_50,45,47.34537167812623,fulfilled
205,po_number_2564,sku_93,38,55.98079443300375,backorder
206,po_number_95,sku_143,44,41.11918652127103,fulfilled
207,po_number_479,sku_30,59,32.386785622840186,backorder
208,po_number_2925,sku_32,43,38.01526723308932,canceled
209,po_number_2885,sku_63,42,38.69619078171595,backorder
210,po_number_2589,sku_73,54,52.361606381738646,open
211,po_number_2942,sku_115,55,32.46740766026596,backorder
212,po_number_754,sku_5,44,52.43980150260973,backorder
213,po_number_2223,sku_147,50,43.26051827380691,backorder
214,po_number_310,sku_13,41,44.12265191892297,fulfilled
215,po_number_1833,sku_52,42,43.682566154596095,fulfilled
216,po_number_1298,sku_74,32,25.87576603423487,fulfilled
217,po_number_1122,sku_141,41,49.35039673656505,canceled
218,po_number_1293,sku_176,39,49.57223101476268,backorder
219,po_number_2502,sku_68,44,60.36445323619802,backorder
220,po_number_1421,sku_16,41,40.12768408167587,fulfilled
221,po_number_1367,sku_149,37,54.751124346346124,canceled
222,po_number_2163,sku_179,49,53.94198636318268,backorder
223,po_number_967,sku_48,44,52.67021127694276,backorder
224,po_number_862,sku_40,52,42.7627034338965,open
225,po_number_1069,sku_70,41,37.92530960187071,open
226,po_number_1271,sku_79,32,39.26929380602787,fulfilled
227,po_number_2738,sku_181,56,41.973132648306134,canceled
228,po_number_2575,sku_89,23,31.474730707990183,fulfilled
229,po_number_2940,sku_101,37,32.237402933610596,fulfilled
230,po_number_2039,sku_28,49,45.00961668271377,open
231,po_number_1703,sku_31,47,36.813846425298046,canceled
232,po_number_1099,sku_74,49,45.51485117354598,open
233,po_number_362,sku_146,33,26.238419185588754,backorder
234,po_number_102,sku_36,34,51.22419087039769,canceled
235,po_number_2754,sku_84,28,53.655419527814516,open
236,po_number_2708,sku_79,15,57.80678293457009,backorder
237,po_number_2217,sku_95,29,54.90008557795389,open
238,po_number_2532,sku_29,42,27.7032348008776,backorder
239,po_number_1671,sku_122,39,47.32307485587167,fulfilled
240,po_number_424,sku_133,44,56.845429857769325,fulfilled
241,po_number_1694,sku_197,32,38.1005730637847,canceled
242,po_number_803,sku_172,43,53.62126375155201,open
243,po_number_220,sku_99,40,46.84618324024395,canceled
244,po_number_369,sku_128,48,51.49473408841541,backorder
245,po_number_134,sku_173,58,62.89283675724044,canceled
246,po_number_182,sku_149,31,47.449751146641034,open
247,po_number_460,sku_172,44,52.459732564003026,canceled
248,po_number_1971,sku_102,27,45.97612352653155,canceled
249,po_number_841,sku_98,40,39.84965682864888,canceled
250,po_number_414,sku_119,31,48.45937108475182,fulfilled
251,po_number_2906,sku_187,51,40.966292568664166,fulfilled
252,po_number_884,sku_183,30,33.330408277352326,fulfilled
253,po_number_253,sku_5,42,42.89954126493254,fulfilled
254,po_number_1552,sku_12,28,54.92395890353943,open
255,po_number_254,sku_74,53,53.0893068663114,backorder
256,po_number_200,sku_81,37,46.134233317371304,canceled
257,po_number_2949,sku_78,36,40.21204347518636,canceled
258,po_number_2688,sku_121,29,40.925356026160614,fulfilled
259,po_number_2398,sku_17,37,43.14725615090008,backorder
260,po_number_2048,sku_122,49,52.38453320768825,canceled
261,po_number_804,sku_120,40,32.33005762307647,backorder
262,po_number_2339,sku_112,70,26.90747173224105,open
263,po_number_599,sku_61,30,55.04864372608369,canceled
264,po_number_163,sku_94,46,47.220390758205504,canceled
265,po_number_1143,sku_56,43,49.88758872296084,open
266,po_number_69,sku_155,50,35.0361890350851,fulfilled
267,po_number_277,sku_40,48,53.82330109279185,backorder
268,po_number_658,sku_106,38,42.4205186888096,canceled
269,po_number_16,sku_156,46,48.22910087220219,backorder
270,po_number_1191,sku_188,62,55.112598464257005,fulfilled
271,po_number_1034,sku_55,51,45.772105172593434,fulfilled
272,po_number_937,sku_73,60,62.80289734841544,backorder
273,po_number_1009,sku_116,34,48.868184096536986,canceled
274,po_number_1966,sku_180,25,17.86220137327744,fulfilled
275,po_number_414,sku_92,45,58.032452254442504,fulfilled
276,po_number_346,sku_3,44,40.235872752559,open
277,po_number_69,sku_170,36,49.96118678047012,fulfilled
278,po_number_1296,sku_103,49,46.37169393238354,backorder
279,po_number_1357,sku_48,30,53.41670368624808,canceled
280,po_number_2408,sku_9,53,54.479903037866706,fulfilled
281,po_number_1523,sku_90,32,49.97837040005097,fulfilled
282,po_number_2227,sku_135,53,48.77451076064203,fulfilled
283,po_number_160,sku_36,44,39.323640507235126,open
284,po_number_1610,sku_183,46,34.3718061112977,open
285,po_number_2834,sku_2,58,54.82706420581473,open
286,po_number_1622,sku_166,42,31.581713781187393,fulfilled
287,po_number_2509,sku_21,52,41.50933711454154,fulfilled
288,po_number_1769,sku_135,39,39.175105761855036,backorder
289,po_number_2060,sku_103,35,56.11766056006938,backorder
290,po_number_2081,sku_167,48,58.99329283178453,backorder
291,po_number_1103,sku_49,39,44.55847308623809,fulfilled
292,po_number_1695,sku_48,25,50.38336038130352,backorder
293,po_number_964,sku_187,34,41.01010565030275,canceled
294,po_number_1454,sku_156,37,31.86234816245091,backorder
295,po_number_2818,sku_64,32,49.099795063539,canceled
296,po_number_1136,sku_198,39,49.57006932319993,open
297,po_number_2830,sku_175,12,63.91935516715152,backorder
298,po_number_2237,sku_197,34,61.64532224772969,canceled
299,po_number_1351,sku_29,28,56.25243026540109,canceled
300,po_number_2118,sku_28,26,49.28983466209874,backorder
301,po_number_2958,sku_2,30,58.362006232847804,open
302,po_number_1058,sku_29,55,38.98285028137051,fulfilled
303,po_number_1219,sku_126,35,39.57920154146546,open
304,po_number_1297,sku_100,50,44.14842634603157,open
305,po_number_540,sku_123,60,50.27374806684262,open
306,po_number_1661,sku_14,38,42.04286860884277,backorder
307,po_number_2997,sku_73,44,44.04263499040037,fulfilled
308,po_number_2029,sku_144,47,42.507066141435836,backorder
309,po_number_2025,sku_147,50,57.24482026231475,fulfilled
310,po_number_1601,sku_181,48,56.06807709843661,canceled
311,po_number_2927,sku_148,32,37.32007434103224,open
312,po_number_919,sku_154,39,40.167101776778566,open
313,po_number_1369,sku_50,53,26.850434815645755,canceled
314,po_number_336,sku_37,52,54.40432287363736,backorder
315,po_number_2730,sku_190,48,43.51673984394689,fulfilled
316,po_number_2307,sku_89,55,47.870344553305536,open
317,po_number_1725,sku_129,50,25.060322098137867,fulfilled
318,po_number_2057,sku_127,38,48.64413323485814,fulfilled
319,po_number_2110,sku_121,44,36.973149752999554,canceled
320,po_number_2300,sku_88,44,27.404264149922152,fulfilled
321,po_number_2793,sku_141,48,46.139423457394166,backorder
322,po_number_767,sku_128,27,52.5113998507066,open
323,po_number_1397,sku_68,43,47.54840356841504,canceled
324,po_number_723,sku_9,45,33.6879028044918,canceled
325,po_number_954,sku_33,26,41.16958580293411,backorder
326,po_number_670,sku_116,42,63.18285986559471,fulfilled
327,po_number_1993,sku_37,62,49.014556786984016,canceled
328,po_number_2612,sku_102,36,32.917228528051055,backorder
329,po_number_2175,sku_145,42,57.0208318048938,fulfilled
330,po_number_372,sku_13,40,51.550070054312314,backorder
331,po_number_2693,sku_176,43,54.094553035608826,backorder
332,po_number_1058,sku_116,40,40.74424995285202,canceled
333,po_number_1547,sku_191,56,50.36082685283422,backorder
334,po_number_724,sku_116,27,38.152678343517024,open
335,po_number_1491,sku_152,28,51.51883121121006,backorder
336,po_number_1675,sku_5,37,41.39813249300113,fulfilled
337,po_number_862,sku_162,31,51.58296686852952,open
338,po_number_1603,sku_2,23,35.68982731190748,canceled
339,po_number_2525,sku_128,38,64.75239359282978,fulfilled
340,po_number_2594,sku_13,41,49.836790295042164,canceled
341,po_number_1300,sku_87,41,38.610989184839916,canceled
342,po_number_1768,sku_187,60,50.18751381929404,fulfilled
343,po_number_2634,sku_9,38,47.92617191893424,backorder
344,po_number_675,sku_65,39,52.97558735214065,canceled
345,po_number_326,sku_42,35,29.501268301531685,backorder
346,po_number_2373,sku_106,50,36.290304092624964,open
347,po_number_747,sku_90,29,36.534380626621775,fulfilled
348,po_number_2301,sku_45,41,39.46119289706447,backorder
349,po_number_1762,sku_191,40,42.734903868608406,open
350,po_number_2881,sku_169,35,23.21926596383686,open
351,po_number_239,sku_81,59,46.60070044509419,canceled
352,po_number_1165,sku_9,55,33.420842447357,canceled
353,po_number_591,sku_156,47,39.502660053224176,backorder
354,po_number_1908,sku_55,47,33.66391655984789,canceled
355,po_number_1738,sku_58,54,38.258948757102345,fulfilled
356,po_number_1332,sku_162,45,53.08503238239946,open
357,po_number_870,sku_87,37,45.447098421669644,open
358,po_number_14,sku_114,29,35.83939867350189,open
359,po_number_501,sku_81,34,55.261853036255225,open
360,po_number_2517,sku_133,62,50.49971023149805,fulfilled
361,po_number_2446,sku_68,41,38.173176749552134,open
362,po_number_18,sku_39,28,47.73141198166658,canceled
363,po_number_561,sku_114,44,34.63046700645153,fulfilled
364,po_number_575,sku_160,45,39.47190063500206,canceled
365,po_number_178,sku_38,52,44.137727908741944,backorder
366,po_number_2195,sku_158,38,46.106853897787836,open
367,po_number_1044,sku_68,40,49.87830445284951,backorder
368,po_number_1323,sku_79,50,35.00619154477624,fulfilled
369,po_number_2469,sku_52,36,48.204925592303034,canceled
370,po_number_1104,sku_8,35,45.97616989707428,canceled
371,po_number_505,sku_133,61,40.8597885285508,canceled
372,po_number_2745,sku_106,44,54.6425283135378,fulfilled
373,po_number_2165,sku_92,48,42.46649996297214,fulfilled
374,po_number_1587,sku_56,39,37.078277680157996,backorder
375,po_number_456,sku_99,27,62.31080901245963,canceled
376,po_number_1856,sku_98,52,64.25307485868156,backorder
377,po_number_1868,sku_31,43,51.64854191478965,open
378,po_number_248,sku_7,51,54.32821416947456,fulfilled
379,po_number_30,sku_13,57,47.90230867217979,open
380,po_number_619,sku_96,42,46.06590506025459,fulfilled
381,po_number_2655,sku_79,51,39.743692120497535,canceled
382,po_number_858,sku_184,32,49.06256871644872,canceled
383,po_number_1812,sku_126,40,59.25736095233949,canceled
384,po_number_288,sku_74,24,47.22560372739039,open
385,po_number_3,sku_192,30,42.64629845123862,canceled
386,po_number_1324,sku_14,39,43.56893991724004,open
387,po_number_212,sku_15,49,45.35830595950011,fulfilled
388,po_number_2945,sku_143,46,60.55424741446746,backorder
389,po_number_924,sku_27,22,47.24603928564329,open
390,po_number_2066,sku_101,55,33.861476714627884,open
391,po_number_196,sku_90,47,32.983523294853505,fulfilled
392,po_number_1195,sku_137,51,53.356178417307504,canceled
393,po_number_2555,sku_61,29,42.312021379615246,fulfilled
394,po_number_380,sku_171,40,36.28940305734264,canceled
395,po_number_610,sku_22,35,43.083085051777836,fulfilled
396,po_number_1759,sku_130,37,52.571218705903696,fulfilled
397,po_number_1733,sku_193,40,24.703069833883625,canceled
398,po_number_567,sku_160,44,48.14084048422612,backorder
399,po_number_1180,sku_93,26,59.289098351795886,backorder
400,po_number_998,sku_64,38,57.82358739117194,canceled
401,po_number_2012,sku_175,30,34.09336889170632,fulfilled
402,po_number_2545,sku_69,41,49.27608656277601,canceled
403,po_number_2537,sku_139,41,32.66854867449235,fulfilled
404,po_number_2714,sku_84,33,27.90501761541794,open
405,po_number_775,sku_145,46,30.132477573790588,open
406,po_number_860,sku_111,36,54.88790447885959,canceled
407,po_number_1257,sku_10,14,43.14905980024512,canceled
408,po_number_2837,sku_100,34,54.15035568678144,canceled
409,po_number_648,sku_53,31,50.80918276658498,canceled
410,po_number_2280,sku_70,29,54.37155922388098,fulfilled
411,po_number_2854,sku_50,33,22.42568064412864,backorder
412,po_number_2540,sku_54,42,42.12311618719443,backorder
413,po_number_2448,sku_147,25,42.47173302940586,fulfilled
414,po_number_2963,sku_27,46,44.80444981384175,canceled
415,po_number_2114,sku_34,51,62.72238042705493,backorder
416,po_number_1941,sku_148,55,52.53941203408714,backorder
417,po_number_2839,sku_73,34,64.59292344448457,canceled
418,po_number_503,sku_19,34,44.01686381709989,backorder
419,po_number_810,sku_149,25,63.584473110042424,canceled
420,po_number_1869,sku_135,50,31.67820039218176,canceled
421,po_number_2572,sku_40,49,47.67326447141794,backorder
422,po_number_1598,sku_50,34,37.96964657650281,fulfilled
423,po_number_1555,sku_54,45,61.66901566071663,canceled
424,po_number_2722,sku_94,46,42.91249218031814,backorder
425,po_number_2631,sku_165,41,36.129642726014374,backorder
426,po_number_2940,sku_190,29,50.358083572026416,fulfilled
427,po_number_538,sku_176,43,46.232113086348,backorder
428,po_number_749,sku_104,15,54.822189508624774,open
429,po_number_2214,sku_177,40,48.59744530863318,canceled
430,po_number_1504,sku_159,34,39.76722788869525,backorder
431,po_number_966,sku_197,54,50.358248745899616,canceled
432,po_number_2115,sku_152,20,58.97594787815494,canceled
433,po_number_2401,sku_25,26,32.13482374928117,open
434,po_number_946,sku_36,42,38.99892962593775,canceled
435,po_number_1781,sku_169,32,50.29128791638106,backorder
436,po_number_2481,sku_169,40,44.07290808972903,fulfilled
437,po_number_776,sku_43,38,70.33441682920228,fulfilled
438,po_number_2988,sku_36,52,42.461280640952474,backorder
439,po_number_395,sku_188,34,55.22538719352234,canceled
440,po_number_1620,sku_20,51,41.886033911477625,open
441,po_number_2640,sku_126,17,35.03154577282059,backorder
442,po_number_489,sku_84,48,28.97573235580598,backorder
443,po_number_461,sku_179,54,39.475164218465906,canceled
444,po_number_570,sku_97,51,39.069705194592736,fulfilled
445,po_number_2630,sku_195,39,46.2917412842566,canceled
446,po_number_1048,sku_6,39,50.56620518039384,backorder
447,po_number_1352,sku_166,44,32.2411847652841,fulfilled
448,po_number_454,sku_20,34,27.66342691782017,canceled
449,po_number_156,sku_52,36,38.7245167250059,backorder
450,po_number_2994,sku_68,43,33.42395154052559,canceled
451,po_number_964,sku_82,43,36.65288636338303,fulfilled
452,po_number_1331,sku_73,45,48.098831975113725,fulfilled
453,po_number_2477,sku_58,51,44.15616711231636,open
454,po_number_1672,sku_59,33,39.67777059544555,backorder
455,po_number_232,sku_72,29,45.52551023569751,canceled
456,po_number_1016,sku_61,43,60.38276149205224,backorder
457,po_number_2205,sku_76,28,38.02012244665569,fulfilled
458,po_number_1451,sku_63,47,37.507470999946634,fulfilled
459,po_number_423,sku_117,53,43.72929078172986,backorder
460,po_number_275,sku_85,58,25.168692991485024,canceled
461,po_number_918,sku_73,36,51.14060129450508,backorder
462,po_number_1693,sku_60,39,48.480446204793274,canceled
463,po_number_479,sku_70,47,45.82796493080151,open
464,po_number_2034,sku_62,41,25.120066858939385,backorder
465,po_number_713,sku_63,42,39.153696066169786,canceled
466,po_number_1521,sku_26,31,38.411564777213506,backorder
467,po_number_1650,sku_178,15,44.130402855681176,fulfilled
468,po_number_2308,sku_61,34,34.83760219629055,canceled
469,po_number_101,sku_20,43,46.933185528934615,open
470,po_number_2170,sku_118,48,43.19418295862427,fulfilled
471,po_number_985,sku_32,35,41.08142257969087,fulfilled
472,po_number_2541,sku_81,56,45.39376788627005,backorder
473,po_number_1271,sku_50,54,43.245434702056386,fulfilled
474,po_number_2508,sku_87,60,43.176184214418605,canceled
475,po_number_2436,sku_11,25,52.45747002022113,fulfilled
476,po_number_124,sku_161,46,31.294858894924083,open
477,po_number_2026,sku_36,44,49.00836202007109,open
478,po_number_1492,sku_93,28,42.18161228280152,fulfilled
479,po_number_2649,sku_37,30,49.24632936992496,fulfilled
480,po_number_2050,sku_33,42,39.65347971196054,canceled
481,po_number_171,sku_5,31,32.312036433271395,open
482,po_number_1687,sku_145,35,35.99442613689591,open
483,po_number_1455,sku_162,27,52.76415215780912,fulfilled
484,po_number_1449,sku_122,55,48.89723698010937,backorder
485,po_number_2386,sku_67,40,49.66782334543211,canceled
486,po_number_2792,sku_133,49,30.07311031933995,backorder
487,po_number_2560,sku_66,46,56.38941776968049,fulfilled
488,po_number_2299,sku_125,26,44.98590856670156,open
489,po_number_1442,sku_194,38,47.78429853119936,fulfilled
490,po_number_2768,sku_145,43,43.602229984152366,open
491,po_number_2897,sku_141,29,60.482021706566826,fulfilled
492,po_number_780,sku_174,28,46.08528910131481,backorder
493,po_number_1958,sku_197,25,48.923579193656025,backorder
494,po_number_1100,sku_167,29,38.469102403869094,fulfilled
495,po_number_574,sku_133,42,39.218899656647274,canceled
496,po_number_1633,sku_178,44,47.08689759802715,backorder
497,po_number_959,sku_189,36,24.75886337559039,open
498,po_number_335,sku_192,45,36.78668779448389,canceled
499,po_number_1775,sku_143,40,38.180783778646145,fulfilled
500,po_number_380,sku_68,36,56.433640560384916,backorder
501,po_number_2321,sku_29,36,40.23774670785726,canceled
502,po_number_2667,sku_168,30,43.03104657799023,fulfilled
