performance_id,ad_id,channel_id,event_ts,impressions,clicks,spend,conversions,revenue
1000187,100159,4,2020-11-18T20:47:54,116,739,100.83061942291305,234,580.8223840180339
1000188,100050,3,2020-09-25T21:35:09,984,341,98.45189883223384,70,328.9866252239696
1000189,100003,6,2020-10-07T16:58:03,824,832,100.60533316257045,412,425.75358763681504
1000190,100124,1,2020-09-06T03:32:01,232,828,101.67759126913371,15,194.9172158449104
1000191,100104,2,2020-02-05T05:30:32,410,786,100.88526689486518,298,809.9371203768177
1000192,100050,1,2020-01-27T14:50:59,867,96,99.90800547857526,782,454.46216476048164
1000193,100141,3,2020-03-17T20:24:48,980,907,101.86960998970268,763,617.8364605812994
1000194,100158,4,2020-07-01T10:47:32,263,632,100.3707050631841,626,269.15976707982026
1000195,100062,4,2020-06-01T23:01:25,180,543,101.03133945281175,822,692.8724204652755
1000196,100155,4,2020-03-07T01:57:17,980,882,97.0371728993762,417,697.316050257651
1000197,100036,2,2020-11-28T12:27:23,900,793,101.05128753210057,677,821.8665636187642
1000198,100069,2,2020-07-26T09:17:42,349,270,100.43432344763572,837,601.6764724360432
1000199,100168,1,2020-03-29T18:35:31,61,879,98.44108575099938,319,849.1793926577965
1000200,100103,5,2020-05-27T19:00:31,296,259,100.11526908422978,215,311.4036960982004
1000201,100083,5,2020-09-04T17:51:58,83,532,101.92768772777143,877,784.0566741389429
1000202,100017,6,2020-03-24T03:03:48,778,119,100.97548650465815,67,221.9161690281467
1000203,100097,3,2020-12-08T10:12:02,329,193,99.91438712043954,382,574.159019355887
1000204,100133,5,2020-04-06T16:52:18,17,932,97.66669072486508,536,294.34455776340127
1000205,100086,2,2020-07-27T03:17:11,306,740,99.4674660013239,226,69.58718873016012
1000206,100056,5,2020-03-11T22:13:37,637,170,100.39247677042921,793,658.0623157536082
1000207,100025,3,2020-10-15T14:10:24,67,869,101.95726252323749,436,342.75143297492406
1000208,100186,1,2020-07-09T08:27:35,537,838,98.6375191072346,647,536.0821123162129
1000209,100182,5,2020-06-01T14:58:17,46,984,98.3379266348768,856,356.17939879848706
1000210,100091,1,2020-11-07T23:35:53,36,653,97.8291873700569,379,446.5340730743488
1000211,100183,5,2020-07-02T19:40:41,913,242,100.32943563375449,795,786.457011932044
1000212,100042,4,2020-01-11T17:17:17,14,331,101.5740210715372,606,166.82098938691138
1000213,100151,1,2020-03-05T16:19:50,129,923,102.65053594323066,688,346.52092570730895
1000214,100146,5,2020-11-27T10:06:14,482,705,102.87084553418774,738,788.6770844343599
1000215,100078,3,2020-11-09T20:05:00,543,360,98.5356026301703,933,234.90655710801244
1000216,100111,2,2020-02-20T11:18:17,887,886,98.42305408091433,790,250.48561920461822
1000217,100105,3,2020-02-24T10:53:18,352,569,99.18983311029594,662,903.0000371445885
1000218,100094,5,2020-07-12T03:48:03,137,994,100.14623431295537,682,676.4718139039552
1000219,100104,3,2020-07-06T21:26:57,32,103,99.72291402520021,379,7.111764437613521
1000220,100001,4,2020-02-27T21:35:00,961,249,99.09083652518973,424,74.29655846407512
1000221,100088,1,2020-02-10T21:58:33,306,12,102.19499985941593,802,649.3929512278022
1000222,100002,6,2020-07-27T02:24:27,506,409,98.71981930064808,62,791.570093991261
1000223,100073,3,2020-07-27T21:28:53,490,82,101.66878277557336,75,125.29672611275078
1000224,100180,3,2020-06-19T18:59:29,350,872,97.41219643333805,6,260.3482048014908
1000225,100027,4,2020-07-28T15:17:04,798,99,96.01356106610723,107,937.0853108374178
1000226,100049,2,2020-01-10T17:52:47,936,837,100.39668809718248,887,729.7691947922096
1000227,100189,3,2020-10-07T15:04:43,644,966,99.86720043417453,492,225.94668057547528
1000228,100160,2,2020-03-11T05:27:19,476,612,99.48645410261717,371,42.96003768101786
1000229,100014,2,2020-10-14T14:01:07,277,954,100.14204953263656,903,452.26857756733375
1000230,100060,6,2020-07-29T02:17:35,898,860,100.59061965047786,618,754.6687242038414
1000231,100092,3,2020-08-31T23:04:48,217,853,98.55501515540534,194,412.824807435044
1000232,100117,3,2020-04-27T23:23:31,714,100,100.02937189390727,740,867.5449358753406
1000233,100185,1,2020-03-20T04:15:58,936,487,101.00278784855021,907,831.7699350533644
1000234,100172,6,2020-09-18T07:56:29,116,308,97.31230571851468,795,583.1205661200207
1000235,100080,1,2020-12-23T04:15:18,207,794,99.80002047532884,861,484.5338747580403
1000236,100096,3,2020-03-14T04:48:45,323,223,100.45221158073566,569,884.8091435812086
1000237,100086,1,2020-04-20T15:46:15,898,594,95.90802991515515,532,577.8753398574668
1000238,100118,3,2020-04-20T19:06:45,302,928,97.94544872485916,374,759.098130346281
1000239,100046,4,2020-05-15T13:14:26,849,419,100.12428913271167,142,564.2331371797134
1000240,100079,6,2020-10-17T22:55:52,26,363,97.804261287846,340,410.364907175547
1000241,100106,6,2020-07-25T01:18:19,635,871,97.81041428615464,850,303.0744025014496
1000242,100130,4,2020-12-08T19:16:30,229,437,105.512595568499,679,943.4363991936332
1000243,100093,4,2020-11-29T12:34:16,609,999,103.7844417533911,165,297.42204552846596
1000244,100090,2,2020-02-25T15:19:38,137,539,100.45341757290538,876,841.2559797196981
1000245,100138,5,2020-04-28T10:00:53,213,138,105.23689058301377,416,256.2925715119648
1000246,100197,3,2020-01-21T00:49:48,615,898,101.27419221983644,822,405.86186617988875
1000247,100174,1,2020-09-08T19:12:54,721,930,97.13985415249115,175,622.350050789571
1000248,100018,5,2020-02-26T15:30:59,398,616,99.71977062157978,140,211.9481254092389
1000249,100061,6,2020-11-27T22:52:59,176,995,102.18436943877084,380,479.7316184900424
1000250,100094,2,2020-01-04T23:40:35,420,445,97.01347280206527,959,445.1067562166774
1000251,100179,6,2020-06-05T07:28:42,588,878,104.59227754694508,418,996.6178090379162
1000252,100125,4,2020-04-16T17:49:30,953,721,102.7903330104931,531,226.13024895276868
1000253,100030,3,2020-11-07T08:47:47,969,729,98.29040362816905,945,151.80941879548772
1000254,100146,3,2020-11-12T10:48:51,922,711,101.06865313122402,70,611.1502587079447
1000255,100048,5,2020-05-06T16:47:12,488,162,105.27379736850057,669,807.0902288225512
1000256,100062,3,2020-03-06T20:07:21,394,585,99.8191747318249,463,398.93889960482863
1000257,100177,4,2020-08-14T06:11:58,616,910,103.05425411076811,755,871.1354561025222
1000258,100106,3,2020-07-09T10:53:19,165,175,98.93233006349296,3,561.3765644539931
1000259,100014,6,2020-11-28T11:56:59,530,470,101.44560982344953,814,305.48440717725947
1000260,100089,1,2020-06-10T11:18:31,66,514,99.33564219367261,699,462.66954518181313
1000261,100132,4,2020-02-16T15:43:37,195,833,99.54863855293777,427,103.47125084713771
1000262,100031,1,2020-11-07T06:41:32,831,472,102.00506205803316,979,826.8876706136435
1000263,100090,3,2020-02-20T18:46:16,406,906,102.06103458732291,20,466.29544585121687
1000264,100125,2,2020-08-02T06:49:12,604,557,103.45478671340521,550,26.604583045247708
1000265,100062,1,2020-09-13T11:56:27,80,565,99.71300040517139,76,130.29035869215878
1000266,100043,6,2020-01-14T10:22:44,252,765,100.89064624328874,240,163.8160460926026
1000267,100022,2,2020-06-19T01:50:59,284,801,102.19030981976172,914,735.9322544989573
1000268,100122,5,2020-12-09T13:46:36,763,815,100.2101655769553,673,214.59508788401814
1000269,100063,6,2020-12-04T08:57:22,249,549,99.70876749275149,793,783.4040557945439
1000270,100031,5,2020-10-10T19:35:30,322,988,99.92852506100046,177,961.22627170305
1000271,100114,1,2020-11-20T15:17:28,654,304,96.45357526985828,438,723.6179103435336
1000272,100073,3,2020-07-05T11:48:29,656,86,99.19073010928334,336,250.85312355116352
1000273,100059,5,2020-05-15T05:33:52,573,79,97.68726640994053,501,558.6434743026801
1000274,100094,6,2020-08-20T21:16:03,271,828,97.47647107990696,42,147.32875889166098
1000275,100063,4,2020-03-05T05:23:26,641,28,100.4968039655281,462,739.2967553683178
1000276,100057,3,2020-08-14T17:35:10,514,899,101.10834756245094,332,949.1267717972482
1000277,100017,1,2020-01-14T00:33:09,438,41,101.20307168257358,937,493.10108093398463
1000278,100058,4,2020-05-09T20:58:51,352,475,102.95171959152185,455,162.23513324683736
1000279,100015,5,2020-10-24T11:48:42,670,358,101.03021839831014,985,98.72933003512662
1000280,100000,3,2020-08-18T02:51:06,506,196,98.77761158643276,200,313.88403817226583
1000281,100124,2,2020-01-01T14:10:06,463,521,98.31726030908634,527,826.2837044903728
1000282,100025,1,2020-07-10T20:16:25,661,171,99.3011795552853,58,301.0409558026806
1000283,100101,1,2020-07-13T19:39:40,982,585,100.19374590628391,429,124.31918341321891
1000284,100108,6,2020-08-03T00:10:34,795,280,102.054321906675,141,279.4170769051411
1000285,100114,3,2020-04-17T22:58:12,877,838,98.43930467436873,194,804.1655714826029
1000286,100111,5,2020-06-09T07:25:32,346,292,100.05962265126897,982,545.9711393632388
1000287,100155,1,2020-05-29T00:57:19,206,788,99.11091671306076,974,610.7521097333151
1000288,100101,1,2020-11-11T00:49:03,277,218,97.19032548866205,503,742.4111356390034
1000289,100125,5,2020-04-19T12:08:23,608,818,102.29678153628637,687,648.468549832975
1000290,100061,1,2020-03-23T13:58:31,84,527,99.82372102306813,914,620.5205055859318
1000291,100006,6,2020-10-15T10:57:09,588,605,100.56290572041055,537,695.3557558663774
1000292,100113,2,2020-08-17T02:09:16,768,918,98.48122859952258,73,159.6105683964031
1000293,100143,3,2020-09-14T13:15:06,694,267,101.70494648552886,149,740.945208307054
1000294,100075,3,2020-01-03T20:43:51,39,706,100.61596766527988,653,157.39661280865468
1000295,100078,6,2020-03-07T20:02:17,620,410,103.52876006232748,756,309.13066493200057
1000296,100130,2,2020-12-02T20:12:50,519,666,98.96136928351126,179,860.4529643201116
1000297,100174,4,2020-12-02T00:13:43,763,532,97.89718875339562,530,959.2456647512568
1000298,100166,6,2020-11-04T22:50:42,402,658,100.45110934171946,349,681.4101967886028
1000299,100191,1,2020-02-18T23:08:56,516,592,106.34773995239657,53,152.8089715810631
1000300,100000,3,2020-08-23T19:55:03,113,466,101.78943490737687,971,462.3839065575712
1000301,100128,1,2020-08-27T23:11:02,829,332,100.64263077364676,783,794.7931677865167
1000302,100095,2,2020-07-27T04:47:15,479,710,96.55078867022381,103,434.07131227202456
1000303,100095,6,2020-07-28T21:27:33,706,242,101.21951579083752,854,141.15159934293465
1000304,100175,6,2020-10-25T03:33:40,798,881,100.25804602468598,681,969.0515394043333
1000305,100080,2,2020-10-22T16:48:46,293,239,101.83067452136613,710,514.158813266391
1000306,100052,5,2020-01-03T14:32:32,807,363,101.44397058015734,325,945.4829095569736
1000307,100003,3,2020-10-29T04:52:19,890,693,99.0980754047178,107,487.9234154172868
1000308,100062,5,2020-07-21T10:07:12,428,711,101.46978432133143,394,861.479877467807
1000309,100047,2,2020-04-25T22:26:46,891,599,100.70899860817279,617,502.524604725632
1000310,100033,2,2020-03-31T13:12:28,194,285,99.06130094562334,399,712.9347491696415
1000311,100059,5,2020-11-28T12:34:29,582,210,98.23675729611108,100,266.0208655689498
1000312,100195,3,2020-04-04T16:20:54,490,839,102.51038718244492,371,513.7278086350864
1000313,100085,5,2020-07-02T18:06:54,163,376,96.45602359289687,958,364.86015272334095
1000314,100073,4,2020-08-07T23:47:04,113,681,100.89634880604498,99,496.59469171717575
1000315,100007,3,2020-05-11T10:33:23,555,228,100.16185808003569,137,915.3683910205067
1000316,100173,2,2020-02-20T20:14:35,438,136,100.74687935356516,50,518.983106044105
