reaction_id,post_id,user_id,reaction_type,created_ts
100132,101413,1469,wow,2020-07-19T02:08:35
100133,100434,1475,sad,2020-07-18T06:22:17
100134,101432,1220,wow,2020-08-24T15:44:14
100135,100928,1148,love,2020-01-25T23:35:01
100136,100717,1291,wow,2020-11-18T01:29:46
100137,100409,1343,laugh,2020-03-18T14:08:11
100138,100977,1334,laugh,2020-07-31T20:49:58
100139,101049,1064,like,2020-11-27T12:42:15
100140,100377,1353,like,2020-07-09T21:57:48
100141,101163,1398,love,2020-08-08T14:13:11
100142,101848,1015,like,2020-07-09T16:03:57
100143,100502,1158,sad,2020-09-09T22:35:13
100144,100770,1056,wow,2020-09-09T07:26:20
100145,100299,1243,angry,2020-09-26T08:23:53
100146,101533,1482,laugh,2020-12-17T11:46:22
100147,101533,1431,angry,2020-10-02T21:40:39
100148,100668,1373,wow,2020-08-05T06:37:18
100149,101031,1166,wow,2020-01-04T07:17:57
100150,101343,1088,angry,2020-08-25T07:41:41
100151,100060,1332,sad,2020-10-24T05:44:13
100152,101997,1017,wow,2020-11-09T13:11:53
100153,101307,1137,like,2020-08-18T01:15:21
100154,100527,1482,laugh,2020-02-27T07:28:55
100155,100648,1165,laugh,2020-03-21T01:51:48
100156,100017,1303,like,2020-06-25T05:18:45
100157,100913,1492,wow,2020-03-16T10:20:52
100158,100322,1418,love,2020-10-29T17:33:47
100159,101761,1386,laugh,2020-02-28T16:23:39
100160,100473,1075,like,2020-02-13T04:14:23
100161,101917,1037,angry,2020-12-16T21:15:29
100162,101553,1433,laugh,2020-02-08T13:10:06
100163,100015,1166,love,2020-01-01T22:03:21
100164,100103,1246,like,2020-11-30T02:43:50
100165,100996,1154,sad,2020-11-22T04:51:30
100166,100760,1024,sad,2020-02-08T01:54:55
100167,101754,1355,angry,2020-01-01T21:26:16
100168,101006,1047,love,2020-09-22T12:41:59
100169,101223,1448,angry,2020-01-26T23:17:44
100170,101398,1322,like,2020-07-13T05:17:51
100171,100512,1243,love,2020-01-26T08:46:43
100172,101032,1191,sad,2020-06-02T05:30:45
100173,100576,1225,like,2020-09-10T10:57:11
100174,100612,1450,angry,2020-07-06T02:14:24
100175,100624,1320,angry,2020-12-26T08:31:06
100176,101816,1380,laugh,2020-02-11T19:59:39
100177,101588,1258,sad,2020-01-09T06:35:05
100178,100568,1397,sad,2020-07-13T03:46:53
100179,101328,1377,love,2020-02-07T12:22:40
100180,101700,1173,laugh,2020-06-08T09:27:42
100181,101643,1139,love,2020-07-30T19:24:59
100182,100070,1480,wow,2020-05-20T14:35:01
100183,100489,1011,love,2020-11-21T15:49:45
100184,101940,1158,love,2020-08-29T15:34:14
100185,101232,1466,like,2020-04-08T15:27:05
100186,100443,1150,wow,2020-09-30T07:53:17
100187,101158,1088,wow,2020-01-27T13:13:49
100188,100279,1032,like,2020-02-18T17:23:33
100189,101391,1145,wow,2020-10-28T18:01:23
100190,100121,1459,wow,2020-07-31T18:36:23
100191,101040,1031,sad,2020-03-10T04:29:36
100192,100466,1143,love,2020-02-13T17:06:49
100193,101661,1025,like,2020-01-08T06:23:56
100194,100546,1104,love,2020-03-01T18:03:14
100195,100145,1145,like,2020-10-18T18:44:12
100196,101014,1236,angry,2020-04-25T05:20:38
100197,100580,1340,love,2020-04-04T01:30:50
100198,100759,1479,wow,2020-06-03T18:40:37
100199,100045,1313,sad,2020-04-09T23:28:15
100200,100788,1343,angry,2020-10-13T12:46:59
100201,100828,1004,angry,2020-08-21T03:11:23
100202,100925,1100,sad,2020-12-21T12:07:07
100203,101988,1102,like,2020-10-26T21:03:50
100204,101313,1311,angry,2020-06-22T09:16:28
100205,100607,1319,love,2020-11-07T02:38:17
100206,100753,1499,like,2020-02-27T21:57:53
100207,100139,1174,sad,2020-04-17T09:32:34
100208,100407,1046,laugh,2020-09-17T16:02:10
100209,101277,1496,love,2020-04-19T19:07:25
100210,101410,1382,love,2020-08-26T03:38:45
100211,100484,1247,laugh,2020-09-18T16:05:10
100212,101653,1398,wow,2020-02-22T04:35:29
100213,100068,1471,like,2020-10-19T12:08:49
100214,101813,1291,wow,2020-12-11T20:39:46
100215,101944,1401,like,2020-05-05T15:24:57
100216,101357,1096,like,2020-04-30T18:58:05
100217,101454,1202,wow,2020-09-21T05:08:22
100218,101106,1219,laugh,2020-04-24T18:11:17
100219,100613,1362,like,2020-03-27T17:43:39
100220,101507,1164,like,2020-07-25T15:55:49
100221,100094,1070,like,2020-10-24T00:06:43
100222,101780,1108,love,2020-01-25T17:59:26
100223,100636,1407,sad,2020-07-01T04:06:08
100224,100453,1151,like,2020-01-07T09:25:40
100225,101569,1065,like,2020-05-01T04:07:24
100226,101696,1313,laugh,2020-02-02T16:15:05
100227,100460,1289,angry,2020-05-30T20:58:35
100228,101680,1322,sad,2020-06-11T01:53:14
100229,101298,1251,laugh,2020-04-03T15:44:43
100230,101147,1039,angry,2020-02-17T06:01:59
100231,100788,1127,like,2020-11-17T07:29:49
100232,100492,1284,angry,2020-04-01T17:05:58
100233,101446,1497,like,2020-04-21T20:33:54
100234,100794,1487,laugh,2020-07-15T12:43:03
100235,100487,1327,laugh,2020-02-11T09:05:43
100236,100090,1079,wow,2020-07-01T06:29:54
100237,100537,1252,sad,2020-01-20T01:48:51
100238,100143,1282,laugh,2020-06-18T18:13:31
100239,101387,1030,like,2020-05-04T02:09:12
100240,101271,1273,wow,2020-02-23T19:38:18
100241,100202,1042,angry,2020-12-10T04:07:50
100242,101155,1331,like,2020-02-06T10:23:43
100243,101845,1283,like,2020-11-19T12:08:47
100244,100338,1344,sad,2020-06-24T18:18:55
100245,100139,1107,wow,2020-11-04T15:16:23
100246,100364,1315,laugh,2020-12-08T14:56:44
100247,101300,1164,wow,2020-11-03T10:28:12
100248,100005,1049,sad,2020-10-31T08:11:39
100249,100670,1434,love,2020-04-23T03:57:20
100250,100851,1277,angry,2020-12-13T16:30:41
100251,100437,1349,angry,2020-11-12T17:36:43
100252,100865,1222,love,2020-11-20T02:46:11
100253,101209,1415,like,2020-02-09T10:14:35
100254,101028,1358,love,2020-07-18T18:04:22
100255,100056,1003,angry,2020-07-18T04:03:32
100256,100350,1396,angry,2020-12-18T15:52:32
100257,101365,1335,love,2020-03-28T06:53:15
100258,100732,1010,wow,2020-11-24T19:12:39
100259,100430,1331,angry,2020-10-05T04:07:35
100260,100767,1046,angry,2020-08-13T22:30:28
100261,101698,1081,love,2020-05-16T06:01:19
100262,101078,1027,angry,2020-10-12T09:54:05
100263,100139,1194,laugh,2020-01-25T07:44:55
100264,101297,1437,laugh,2020-10-07T10:24:10
100265,101156,1375,laugh,2020-03-28T07:41:59
100266,101808,1019,angry,2020-08-25T12:41:23
100267,100303,1401,angry,2020-04-30T14:54:58
100268,101180,1166,sad,2020-04-13T16:16:47
100269,101611,1001,angry,2020-05-18T09:51:14
100270,101257,1409,laugh,2020-10-03T08:26:04
100271,100197,1139,sad,2020-11-11T16:37:55
100272,100663,1190,wow,2020-08-14T18:36:20
100273,100908,1142,laugh,2020-05-14T22:21:51
100274,101371,1112,wow,2020-08-09T11:50:01
100275,100113,1011,love,2020-11-10T11:04:12
100276,100101,1322,sad,2020-10-07T17:49:44
100277,101267,1235,sad,2020-07-28T13:42:55
100278,101225,1469,sad,2020-12-12T13:33:27
100279,100845,1443,love,2020-01-20T06:46:22
100280,101594,1063,sad,2020-06-18T04:11:07
100281,101417,1316,love,2020-10-24T21:13:34
100282,100993,1307,laugh,2020-02-16T17:33:35
100283,101067,1418,love,2020-03-23T20:46:40
100284,100169,1379,laugh,2020-10-23T14:34:25
100285,100117,1328,angry,2020-02-09T01:58:31
100286,100741,1218,angry,2020-03-06T19:23:38
100287,101648,1480,love,2020-09-01T13:41:55
100288,101074,1130,like,2020-01-04T07:44:24
100289,100060,1285,love,2020-03-13T04:45:17
100290,101375,1235,like,2020-09-13T14:30:02
100291,100442,1053,angry,2020-12-25T04:04:15
100292,100591,1074,sad,2020-02-25T23:37:09
100293,101975,1151,sad,2020-05-15T12:48:23
100294,101309,1100,love,2020-10-29T13:18:15
100295,101483,1468,like,2020-11-01T03:08:24
100296,100434,1413,angry,2020-03-17T11:45:18
100297,101858,1397,angry,2020-11-22T18:35:36
100298,101684,1242,love,2020-12-28T13:15:31
100299,100460,1077,like,2020-02-27T12:46:53
100300,100871,1460,wow,2020-07-07T19:52:53
100301,101190,1016,laugh,2020-06-19T03:20:37
100302,100831,1040,angry,2020-11-08T07:35:57
100303,101867,1349,sad,2020-07-14T02:28:17
100304,100477,1149,angry,2020-08-11T08:35:10
100305,101610,1032,wow,2020-01-12T07:20:33
100306,101870,1442,angry,2020-03-02T23:40:50
100307,100295,1171,love,2020-08-10T11:38:17
100308,100003,1084,laugh,2020-07-27T07:23:32
100309,101440,1414,like,2020-08-16T19:06:23
100310,100403,1261,sad,2020-05-13T00:46:02
100311,100282,1376,sad,2020-12-30T06:56:17
100312,101701,1205,sad,2020-03-10T12:33:24
100313,100519,1026,wow,2020-01-29T07:56:19
100314,101444,1015,angry,2020-05-02T14:08:49
100315,101107,1033,sad,2020-09-25T17:14:16
100316,101217,1244,angry,2020-12-15T23:12:20
100317,100525,1138,wow,2020-10-01T16:05:01
100318,100409,1341,sad,2020-01-12T23:39:58
100319,101588,1423,like,2020-09-13T20:24:31
100320,101457,1423,laugh,2020-01-20T11:25:35
100321,100467,1108,wow,2020-12-05T12:21:58
100322,101695,1216,love,2020-02-11T13:28:09
100323,101942,1377,angry,2020-06-22T04:12:19
100324,100148,1131,sad,2020-10-21T19:54:30
100325,101235,1042,love,2020-06-23T00:49:43
100326,101527,1096,like,2020-08-15T00:25:28
100327,100998,1374,wow,2020-03-12T17:23:23
100328,100562,1325,wow,2020-02-03T10:31:28
100329,101184,1375,like,2020-03-05T06:48:57
100330,101110,1347,angry,2020-06-16T10:06:16
100331,100412,1365,love,2020-11-29T01:02:19
100332,100731,1076,love,2020-03-15T00:37:53
100333,100128,1150,love,2020-11-04T15:46:53
100334,100319,1425,angry,2020-04-08T01:38:09
100335,100106,1017,like,2020-08-17T00:12:41
100336,101808,1050,angry,2020-04-20T11:56:22
100337,100746,1386,wow,2020-12-18T07:01:15
100338,101755,1054,wow,2020-07-12T04:35:42
100339,100880,1149,sad,2020-02-10T14:32:28
100340,101400,1222,angry,2020-11-04T21:34:33
100341,101980,1432,wow,2020-08-27T20:48:43
100342,100900,1056,sad,2020-07-26T15:15:00
100343,100496,1019,laugh,2020-10-01T01:19:15
100344,100849,1046,angry,2020-03-30T22:54:55
100345,100345,1432,wow,2020-12-13T13:13:34
100346,100775,1219,like,2020-06-10T20:17:44
100347,100340,1307,sad,2020-10-19T06:12:42
100348,100691,1090,like,2020-07-09T17:11:34
100349,101874,1264,love,2020-07-20T06:15:26
100350,100095,1203,like,2020-09-12T05:38:33
100351,100281,1089,laugh,2020-09-20T01:13:28
100352,101760,1110,wow,2020-03-26T19:04:30
100353,101636,1059,angry,2020-07-23T19:58:20
100354,101662,1070,wow,2020-03-14T09:43:19
100355,101732,1168,sad,2020-08-26T23:46:11
100356,101012,1342,laugh,2020-02-27T05:04:28
100357,101200,1437,sad,2020-09-02T18:30:14
100358,101804,1246,love,2020-06-11T05:19:54
100359,100169,1031,like,2020-11-03T05:47:21
100360,101253,1046,laugh,2020-06-24T17:29:40
100361,100507,1020,love,2020-06-14T04:53:59
100362,100858,1080,sad,2020-03-21T20:20:51
100363,100268,1106,angry,2020-05-28T23:54:23
100364,100853,1149,wow,2020-11-02T07:27:30
100365,101990,1257,wow,2020-05-13T23:33:28
100366,101858,1418,laugh,2020-11-23T01:59:32
100367,100809,1078,love,2020-10-21T01:04:54
100368,100474,1475,sad,2020-05-28T06:13:54
100369,101176,1115,like,2020-06-30T09:57:42
100370,101669,1004,angry,2020-12-23T07:25:43
100371,101523,1013,like,2020-04-29T21:48:41
100372,101780,1447,wow,2020-04-14T05:10:44
100373,100197,1425,like,2020-02-15T23:15:41
100374,101339,1126,wow,2020-09-03T21:03:59
100375,100672,1019,love,2020-06-04T07:03:04
100376,100331,1289,laugh,2020-12-17T20:36:54
100377,100647,1436,like,2020-01-21T16:24:47
100378,100995,1496,sad,2020-05-07T02:10:11
100379,100384,1045,love,2020-05-17T16:58:18
100380,100771,1168,sad,2020-12-18T09:13:47
100381,100124,1113,like,2020-07-29T11:38:03
100382,100611,1342,angry,2020-08-29T22:33:40
100383,101984,1411,laugh,2020-08-23T16:46:06
100384,101098,1149,angry,2020-03-22T01:01:11
100385,100670,1467,sad,2020-09-21T03:11:11
100386,100011,1099,angry,2020-02-15T12:14:04
100387,101715,1005,love,2020-08-12T13:29:51
100388,101262,1293,like,2020-01-06T15:36:32
100389,100432,1419,sad,2020-04-22T23:49:53
100390,100518,1215,wow,2020-02-28T04:48:48
100391,100730,1287,laugh,2020-04-12T10:27:46
100392,101093,1113,laugh,2020-04-08T14:55:43
100393,100609,1420,wow,2020-06-09T00:57:33
100394,100075,1138,wow,2020-10-25T11:13:05
100395,100829,1415,wow,2020-09-04T19:59:52
100396,100821,1306,love,2020-01-09T02:20:48
100397,101105,1272,love,2020-09-18T15:27:10
100398,100794,1021,sad,2020-06-09T20:51:41
100399,101570,1401,love,2020-08-21T09:22:16
100400,100801,1434,sad,2020-07-16T09:41:32
100401,101201,1015,angry,2020-07-22T07:16:27
100402,100535,1321,sad,2020-06-29T03:59:32
100403,100593,1211,like,2020-11-25T22:47:44
100404,101104,1435,like,2020-06-19T21:12:38
100405,100754,1213,wow,2020-11-12T00:04:08
100406,101299,1139,like,2020-09-16T20:35:29
100407,100846,1218,laugh,2020-10-22T23:21:41
100408,101749,1166,like,2020-09-14T09:59:27
100409,100434,1414,like,2020-11-03T22:45:07
100410,100886,1331,laugh,2020-09-23T14:15:44
100411,101309,1266,love,2020-02-13T15:05:26
100412,100597,1090,angry,2020-08-16T09:15:29
100413,100657,1029,angry,2020-10-16T21:07:12
100414,101005,1236,angry,2020-05-17T23:52:13
100415,101002,1235,love,2020-12-15T23:14:18
100416,100912,1191,wow,2020-12-13T20:00:16
100417,100973,1153,like,2020-07-25T14:08:58
100418,100611,1032,laugh,2020-06-28T01:26:46
100419,101324,1346,sad,2020-02-17T23:47:15
100420,100157,1497,laugh,2020-04-02T03:23:51
100421,101219,1176,angry,2020-04-14T03:35:36
100422,101245,1195,angry,2020-03-24T21:13:08
100423,101183,1074,love,2020-10-30T23:11:15
100424,100401,1279,laugh,2020-03-17T15:26:55
100425,101398,1488,sad,2020-04-14T18:26:04
100426,101279,1076,love,2020-11-22T07:44:27
100427,101489,1260,love,2020-02-22T22:40:12
100428,100034,1278,like,2020-12-15T11:38:10
100429,101308,1400,sad,2020-07-18T10:49:47
100430,101038,1337,sad,2020-10-27T11:28:56
100431,101406,1041,sad,2020-09-04T21:43:49
100432,101530,1122,laugh,2020-03-08T16:28:18
100433,101755,1111,like,2020-01-31T04:46:19
100434,100835,1216,love,2020-09-12T00:16:07
100435,100932,1332,sad,2020-04-17T15:19:24
100436,100207,1164,like,2020-03-28T21:23:10
100437,101424,1099,angry,2020-07-09T15:39:34
100438,101841,1478,love,2020-09-19T13:19:01
100439,100720,1208,laugh,2020-04-19T10:16:16
100440,100538,1438,like,2020-07-05T10:08:24
100441,101365,1486,wow,2020-04-15T04:30:51
100442,101258,1394,wow,2020-12-09T16:30:20
100443,101708,1437,wow,2020-09-12T09:21:57
100444,100626,1027,wow,2020-10-21T06:14:51
100445,100665,1120,like,2020-04-09T04:25:10
100446,101124,1416,angry,2020-07-25T09:09:11
100447,101149,1459,sad,2020-09-18T02:08:15
100448,101018,1339,sad,2020-09-26T18:45:38
100449,100681,1286,like,2020-01-14T22:10:44
100450,101225,1125,love,2020-12-05T09:14:26
100451,101349,1174,love,2020-06-27T00:08:02
100452,101885,1431,angry,2020-03-20T09:21:16
100453,100461,1363,love,2020-02-21T17:18:59
100454,101173,1141,love,2020-11-29T15:11:03
100455,101385,1499,wow,2020-08-02T10:27:41
100456,101877,1177,angry,2020-09-29T19:26:40
100457,100353,1332,angry,2020-08-28T19:28:30
100458,101015,1124,laugh,2020-07-08T20:39:09
100459,101604,1389,laugh,2020-01-01T22:06:29
100460,100412,1220,laugh,2020-09-06T17:53:57
100461,100903,1251,angry,2020-01-28T02:06:14
100462,101855,1062,laugh,2020-10-05T17:17:11
100463,101416,1111,love,2020-06-05T02:06:27
100464,101884,1252,wow,2020-12-28T20:55:44
100465,100553,1079,like,2020-02-07T01:26:18
100466,100988,1449,wow,2020-04-30T02:07:49
100467,100854,1368,laugh,2020-01-17T08:13:44
100468,101484,1466,angry,2020-04-23T08:46:09
100469,100749,1249,angry,2020-07-14T06:00:00
100470,101732,1077,wow,2020-09-20T14:41:38
100471,100356,1070,angry,2020-01-10T20:40:30
100472,100784,1145,laugh,2020-03-01T08:54:24
100473,101425,1326,sad,2020-12-05T10:49:58
100474,100003,1112,wow,2020-09-13T22:50:39
100475,101465,1179,like,2020-08-25T08:36:55
100476,100443,1118,love,2020-08-18T23:07:22
100477,101645,1321,wow,2020-11-04T01:19:00
100478,101098,1477,angry,2020-10-24T09:43:53
100479,100082,1222,love,2020-02-03T23:42:58
100480,101156,1467,laugh,2020-09-03T12:57:40
100481,100881,1379,love,2020-03-11T01:26:08
100482,100817,1337,love,2020-08-14T17:52:30
100483,100870,1110,like,2020-07-11T19:23:54
100484,101809,1071,like,2020-12-14T07:09:57
100485,101997,1200,wow,2020-10-06T17:06:20
100486,101834,1444,sad,2020-03-19T08:42:44
100487,100008,1367,wow,2020-05-30T13:33:44
100488,101838,1062,like,2020-03-19T05:01:45
100489,101373,1087,love,2020-06-08T00:10:37
100490,101955,1349,wow,2020-04-02T09:49:14
100491,100671,1187,wow,2020-10-04T15:47:02
100492,101064,1226,wow,2020-09-08T03:30:38
100493,100397,1247,angry,2020-08-23T07:44:25
100494,101009,1340,laugh,2020-08-23T19:18:37
100495,100137,1436,angry,2020-04-08T07:50:07
100496,100446,1328,sad,2020-10-13T20:41:19
100497,101501,1257,angry,2020-05-11T05:09:21
100498,101885,1038,like,2020-07-11T15:14:04
100499,100016,1446,laugh,2020-07-18T23:21:33
100500,101906,1430,wow,2020-01-06T19:12:43
100501,101118,1179,wow,2020-08-23T20:49:30
100502,100263,1380,love,2020-05-18T01:54:54
100503,101694,1439,angry,2020-04-18T07:50:18
100504,101757,1074,sad,2020-12-30T19:45:50
100505,101608,1215,laugh,2020-04-18T02:51:04
100506,100670,1070,wow,2020-08-17T08:20:58
100507,100139,1232,angry,2020-01-04T15:16:30
100508,100916,1003,love,2020-11-08T05:32:47
100509,100757,1077,like,2020-09-26T08:39:13
100510,101275,1198,sad,2020-01-29T07:41:30
100511,101275,1486,sad,2020-03-14T22:18:04
100512,100819,1474,laugh,2020-07-12T22:31:12
100513,101199,1280,sad,2020-02-11T14:26:17
100514,100748,1372,angry,2020-05-24T15:28:26
100515,100498,1364,like,2020-01-25T07:16:58
100516,101013,1230,wow,2020-11-22T10:45:42
100517,101732,1240,angry,2020-09-03T22:30:31
100518,101818,1040,sad,2020-04-16T00:32:23
100519,100228,1072,love,2020-07-15T07:33:57
100520,100499,1134,wow,2020-01-07T20:11:41
100521,100006,1225,love,2020-12-02T07:06:37
100522,101950,1208,wow,2020-10-03T10:20:48
100523,100794,1196,laugh,2020-08-21T08:33:58
100524,101923,1448,sad,2020-04-03T09:33:43
100525,101915,1422,sad,2020-02-13T05:59:50
100526,101761,1213,love,2020-04-17T22:57:02
100527,101532,1268,like,2020-08-14T00:38:26
100528,101497,1169,like,2020-08-11T21:22:51
100529,100557,1070,love,2020-04-07T15:45:52
100530,100089,1337,angry,2020-07-05T20:01:26
100531,100480,1247,wow,2020-01-29T22:49:11
100532,100360,1465,angry,2020-05-23T12:23:32
100533,100314,1045,wow,2020-12-23T08:57:06
100534,100471,1247,angry,2020-12-21T15:25:39
100535,100096,1387,wow,2020-03-22T22:04:44
100536,100701,1244,laugh,2020-07-01T19:03:37
100537,101422,1190,wow,2020-08-20T18:49:40
100538,101869,1421,like,2020-12-20T08:43:48
100539,100015,1363,love,2020-02-02T22:11:05
100540,100510,1070,laugh,2020-03-30T19:29:31
100541,101514,1295,wow,2020-07-01T12:56:21
100542,101351,1019,laugh,2020-10-23T06:30:07
100543,101209,1377,angry,2020-02-05T01:10:55
100544,100543,1090,like,2020-12-14T06:38:57
100545,101148,1181,sad,2020-12-17T11:33:21
100546,101349,1082,wow,2020-06-16T21:19:12
100547,100947,1004,like,2020-06-17T16:54:35
100548,101553,1241,love,2020-12-12T01:26:00
100549,100179,1060,like,2020-12-05T22:57:05
100550,100097,1258,sad,2020-06-05T19:45:44
100551,100151,1134,laugh,2020-09-22T03:51:44
100552,100277,1414,wow,2020-02-14T05:21:32
100553,100484,1083,wow,2020-10-19T06:01:53
100554,100002,1347,sad,2020-03-02T09:34:20
100555,100317,1152,sad,2020-06-23T00:43:08
100556,101225,1488,wow,2020-08-26T23:09:32
100557,100873,1287,laugh,2020-02-23T19:15:05
100558,100823,1061,laugh,2020-08-03T12:40:07
100559,100949,1009,wow,2020-11-07T12:46:54
100560,101148,1013,wow,2020-07-05T14:24:13
100561,100293,1297,angry,2020-09-09T19:06:58
