follower_id,followed_id,followed_ts
1196,1479,2020-08-04T07:24:24
1158,1033,2020-07-24T16:41:18
1029,1499,2020-02-02T02:23:46
1277,1322,2020-10-24T20:07:06
1397,1242,2020-01-01T10:57:57
1463,1134,2020-05-25T01:12:11
1236,1395,2020-04-28T09:05:19
1281,1351,2020-09-28T08:48:12
1482,1057,2020-01-19T08:57:38
1409,1379,2020-09-12T22:22:13
1367,1408,2020-07-09T00:04:29
1342,1447,2020-05-24T06:15:25
1203,1075,2020-01-21T03:03:55
1184,1473,2020-04-16T06:48:40
1417,1148,2020-09-12T16:53:53
1153,1492,2020-12-29T02:16:00
1444,1497,2020-11-03T10:33:18
1308,1284,2020-06-07T03:53:20
1238,1062,2020-11-29T09:33:25
1254,1218,2020-10-21T13:31:09
1157,1135,2020-04-28T03:05:35
1298,1368,2020-11-03T14:19:38
1307,1179,2020-02-25T11:29:41
1247,1006,2020-12-09T10:09:56
1334,1419,2020-02-03T14:00:33
1224,1122,2020-01-29T21:21:43
1428,1413,2020-08-25T12:12:49
1111,1117,2020-08-01T21:37:47
1217,1072,2020-03-31T13:18:16
1242,1400,2020-04-02T07:34:57
1205,1298,2020-10-11T12:05:34
1066,1056,2020-11-24T16:50:00
1453,1006,2020-02-17T06:07:19
1447,1080,2020-03-30T04:52:57
1477,1407,2020-11-06T02:55:53
1115,1488,2020-01-03T15:47:12
1192,1119,2020-11-15T05:07:55
1083,1164,2020-03-04T07:51:04
1133,1403,2020-10-12T15:34:57
1030,1454,2020-01-11T22:22:07
1415,1045,2020-10-21T09:59:26
1305,1464,2020-05-05T11:32:37
1301,1390,2020-04-30T23:25:51
1360,1369,2020-09-29T18:46:05
1412,1087,2020-07-03T07:37:47
1478,1224,2020-08-19T04:50:09
1307,1449,2020-06-16T10:36:19
1159,1335,2020-04-13T03:12:55
1106,1286,2020-03-27T04:04:25
1129,1117,2020-06-08T18:17:36
1306,1146,2020-02-16T00:11:03
1058,1300,2020-02-09T09:23:10
1451,1034,2020-04-19T21:13:00
1249,1332,2020-11-09T19:57:24
1498,1054,2020-04-28T19:57:13
1243,1190,2020-07-11T23:34:41
1122,1196,2020-08-08T17:11:58
1154,1066,2020-07-18T23:04:50
1286,1007,2020-07-21T06:02:35
1406,1008,2020-02-15T18:31:41
1100,1427,2020-09-18T10:45:48
1442,1414,2020-01-06T08:02:12
1305,1275,2020-11-05T09:11:50
1038,1223,2020-12-01T16:54:14
1167,1366,2020-03-20T21:15:38
1298,1458,2020-04-13T17:49:09
1448,1278,2020-01-18T10:16:35
1392,1208,2020-08-21T05:11:55
1152,1368,2020-05-21T03:05:45
1235,1316,2020-05-03T03:42:13
1208,1037,2020-09-18T12:47:11
1127,1092,2020-04-09T20:46:36
1316,1259,2020-08-09T05:35:08
1130,1267,2020-05-29T02:37:39
1389,1029,2020-08-12T12:08:26
1237,1490,2020-05-18T04:37:30
1041,1019,2020-02-14T20:26:17
1076,1363,2020-11-07T18:15:47
1173,1206,2020-09-01T22:39:18
1440,1333,2020-01-12T19:06:17
1357,1442,2020-09-23T18:26:27
1330,1043,2020-03-18T22:27:13
1290,1306,2020-09-03T17:00:50
1273,1482,2020-04-17T03:08:19
1440,1294,2020-05-16T12:21:32
1059,1498,2020-02-02T22:45:09
1437,1017,2020-09-22T13:57:15
1390,1270,2020-04-26T14:31:42
1197,1312,2020-07-12T11:24:48
1006,1246,2020-11-20T08:41:07
1045,1247,2020-07-21T15:32:21
1052,1356,2020-05-24T03:26:05
1405,1426,2020-02-03T19:33:19
1092,1169,2020-04-27T16:30:23
1022,1332,2020-05-30T07:05:52
1143,1186,2020-03-24T23:40:03
1143,1467,2020-10-02T10:19:26
1225,1429,2020-05-14T07:35:02
1274,1028,2020-07-14T07:36:18
1331,1369,2020-11-15T16:05:38
1131,1350,2020-04-23T02:56:05
1345,1346,2020-08-31T20:53:57
1080,1309,2020-05-21T23:39:42
1146,1018,2020-06-09T07:00:37
1007,1493,2020-10-11T08:38:20
1404,1458,2020-04-21T00:08:48
1286,1119,2020-06-13T14:40:55
1184,1150,2020-09-27T12:07:53
1348,1219,2020-10-07T08:32:18
1068,1175,2020-11-11T08:45:26
1423,1048,2020-07-23T20:49:08
1009,1465,2020-08-05T06:49:31
1369,1009,2020-08-10T07:48:07
1370,1042,2020-12-09T13:37:04
1109,1394,2020-12-07T22:21:59
1099,1055,2020-09-11T16:24:54
1171,1234,2020-02-11T20:08:59
1007,1021,2020-05-27T05:36:51
1370,1299,2020-08-20T03:03:53
1352,1446,2020-07-01T09:47:54
1164,1438,2020-05-03T04:32:03
1306,1053,2020-12-15T06:17:34
1345,1229,2020-06-18T01:29:04
1426,1401,2020-12-26T22:03:13
1153,1216,2020-08-19T21:27:38
1095,1284,2020-07-14T19:53:21
1134,1449,2020-11-12T10:40:45
1016,1259,2020-03-11T07:33:25
1101,1081,2020-09-25T05:33:06
1274,1466,2020-08-18T16:21:46
1424,1136,2020-04-19T07:46:32
1368,1082,2020-08-31T20:53:32
1009,1168,2020-04-09T20:14:28
1227,1371,2020-02-13T14:37:36
1475,1459,2020-09-12T10:36:36
1134,1210,2020-11-17T08:16:56
1093,1098,2020-08-07T06:19:36
1209,1107,2020-02-18T13:58:55
1005,1383,2020-01-08T02:32:38
1021,1295,2020-12-16T06:51:22
1106,1207,2020-08-26T11:24:17
1184,1103,2020-10-17T13:28:47
1269,1390,2020-05-22T01:02:58
1152,1044,2020-04-02T05:21:25
1246,1353,2020-08-11T13:39:46
1166,1161,2020-10-19T17:01:05
1102,1289,2020-10-15T16:49:00
1008,1085,2020-06-27T09:55:38
1489,1005,2020-04-24T20:19:27
1100,1437,2020-04-11T13:24:53
1490,1408,2020-02-13T20:25:51
1212,1368,2020-03-11T01:59:03
1257,1133,2020-04-04T11:22:48
1093,1449,2020-01-27T07:02:08
1278,1063,2020-12-28T15:03:18
1496,1265,2020-10-22T00:00:57
1025,1494,2020-02-04T01:54:22
1189,1184,2020-11-21T00:00:00
1454,1307,2020-01-19T04:46:24
1381,1482,2020-09-19T17:51:00
1220,1033,2020-11-18T21:39:40
1000,1174,2020-10-29T15:44:06
1092,1004,2020-04-06T07:06:09
1013,1369,2020-03-26T14:48:05
1416,1206,2020-03-18T23:42:40
1071,1392,2020-10-05T10:11:05
1126,1111,2020-02-06T15:40:48
1242,1174,2020-10-28T02:39:30
1319,1059,2020-10-24T13:47:02
1072,1462,2020-11-25T19:30:12
1069,1117,2020-02-20T23:21:13
1109,1487,2020-09-20T22:18:10
1240,1308,2020-04-10T06:22:40
1303,1376,2020-08-07T19:51:10
1000,1271,2020-08-15T00:47:19
1407,1204,2020-03-16T05:17:00
1040,1247,2020-10-12T09:27:16
1226,1206,2020-06-24T21:53:08
1009,1312,2020-09-18T20:19:43
1151,1221,2020-09-22T12:28:27
1077,1375,2020-03-24T02:25:43
1149,1199,2020-12-24T16:27:10
1344,1429,2020-01-22T04:21:55
1137,1220,2020-11-11T07:11:51
1033,1273,2020-06-11T09:01:20
1420,1243,2020-04-03T08:57:01
1088,1171,2020-03-28T07:38:11
1018,1105,2020-01-27T11:02:45
1234,1182,2020-02-26T20:11:55
1112,1481,2020-05-17T13:42:02
1468,1433,2020-07-27T11:55:53
1296,1356,2020-10-23T09:13:12
1040,1003,2020-09-16T11:10:39
1065,1414,2020-12-08T19:53:30
1269,1078,2020-02-01T06:33:22
1123,1279,2020-09-06T21:59:36
1405,1249,2020-04-07T14:41:00
1021,1318,2020-05-26T14:06:21
1261,1025,2020-07-30T04:19:36
1470,1106,2020-03-17T10:10:03
1195,1466,2020-02-15T16:25:04
1292,1377,2020-06-06T08:57:19
1328,1419,2020-07-05T22:15:31
1427,1271,2020-04-23T22:56:56
1198,1448,2020-08-06T22:09:18
1124,1297,2020-03-10T21:31:07
1267,1080,2020-01-28T21:50:18
1392,1438,2020-04-06T06:10:12
1141,1135,2020-08-12T02:21:55
1488,1406,2020-06-01T04:25:36
1109,1129,2020-05-25T21:19:16
1160,1460,2020-02-19T06:58:34
1265,1427,2020-04-26T00:51:53
1477,1421,2020-09-01T15:01:21
1230,1374,2020-09-29T08:23:07
1141,1047,2020-09-04T17:23:49
1025,1340,2020-09-04T05:52:11
1233,1310,2020-08-22T05:00:49
1459,1207,2020-12-01T17:29:54
1263,1176,2020-05-06T01:52:21
1256,1221,2020-11-08T03:43:45
1422,1438,2020-12-08T06:42:08
1091,1489,2020-06-08T19:29:31
1206,1017,2020-09-10T22:38:50
1390,1294,2020-12-25T22:54:06
1158,1139,2020-11-05T11:25:14
1370,1272,2020-11-23T08:00:28
1489,1181,2020-07-21T03:02:26
1329,1179,2020-05-02T23:52:06
1410,1175,2020-03-26T12:22:01
1131,1102,2020-04-01T09:01:55
1261,1178,2020-10-23T22:56:55
1256,1489,2020-08-30T05:13:54
1149,1207,2020-12-30T19:07:19
1441,1071,2020-12-25T09:30:23
1029,1463,2020-12-22T07:43:06
1464,1271,2020-08-06T01:00:58
1157,1082,2020-09-03T18:17:02
1471,1472,2020-07-22T02:33:29
1042,1340,2020-02-23T09:59:56
1408,1316,2020-09-11T15:03:39
1044,1004,2020-01-31T23:48:51
1455,1330,2020-09-18T00:15:52
1366,1295,2020-05-29T06:00:27
1102,1201,2020-02-10T20:25:18
1386,1334,2020-04-27T02:26:07
1229,1443,2020-07-14T19:51:52
1070,1208,2020-02-08T00:06:19
1464,1397,2020-10-09T08:09:05
1322,1489,2020-09-02T19:36:41
1349,1016,2020-11-29T22:12:42
1136,1277,2020-07-26T17:11:17
1036,1112,2020-01-29T07:43:20
1421,1104,2020-04-12T19:35:22
1224,1139,2020-10-24T09:14:17
1365,1047,2020-05-17T19:08:20
1353,1278,2020-05-10T09:41:53
1122,1299,2020-08-14T16:52:06
1354,1369,2020-04-02T00:50:41
1102,1297,2020-08-20T12:57:19
1214,1303,2020-12-12T12:11:23
1200,1029,2020-01-02T10:12:15
1295,1046,2020-03-23T16:32:29
1074,1281,2020-04-19T08:29:10
1380,1367,2020-02-21T15:52:59
1468,1206,2020-04-16T22:14:25
1277,1130,2020-11-19T20:45:20
1351,1086,2020-11-25T09:13:50
1414,1042,2020-07-15T07:34:27
1435,1497,2020-01-01T16:31:36
1004,1020,2020-09-16T16:08:36
1203,1177,2020-10-01T07:48:02
1110,1381,2020-12-13T05:02:19
1250,1356,2020-12-07T02:52:19
1216,1082,2020-12-25T19:06:02
1075,1425,2020-06-03T16:31:25
1392,1160,2020-12-03T06:31:23
1166,1440,2020-01-18T04:00:51
1120,1131,2020-11-25T18:16:49
1421,1351,2020-03-09T04:04:34
1007,1189,2020-03-17T16:27:15
1118,1348,2020-05-09T09:08:15
1017,1251,2020-03-25T19:36:46
1319,1006,2020-05-11T07:53:13
1100,1304,2020-11-15T23:24:13
1022,1137,2020-09-17T07:51:19
1334,1474,2020-06-16T09:47:31
1081,1011,2020-01-10T23:32:07
1446,1408,2020-08-16T09:28:13
1288,1278,2020-03-12T23:57:34
1016,1485,2020-08-01T03:04:13
1158,1475,2020-01-19T14:05:10
1378,1260,2020-03-19T15:01:10
1185,1241,2020-04-11T21:40:47
1104,1365,2020-06-19T12:28:26
1240,1181,2020-04-06T00:34:53
1378,1478,2020-04-26T05:56:18
1194,1139,2020-02-06T09:32:40
1020,1347,2020-11-06T21:18:51
1285,1373,2020-11-25T22:36:23
1445,1424,2020-02-17T14:04:45
1459,1323,2020-05-03T19:02:57
1257,1319,2020-04-30T01:21:52
1474,1452,2020-12-20T17:09:04
1051,1210,2020-01-04T20:32:43
1191,1083,2020-08-09T02:32:53
1366,1069,2020-06-02T02:40:55
1016,1076,2020-04-15T00:47:21
1403,1135,2020-08-18T14:51:32
1377,1157,2020-12-08T01:48:54
1151,1090,2020-12-09T17:01:49
1478,1482,2020-11-17T05:27:46
1199,1258,2020-07-19T10:05:13
1046,1194,2020-11-02T23:59:04
1206,1348,2020-01-27T07:13:30
1435,1376,2020-06-08T19:44:32
1369,1248,2020-08-17T08:07:36
1026,1461,2020-06-25T11:19:38
1440,1151,2020-09-30T20:33:59
1345,1185,2020-08-14T03:19:47
1213,1052,2020-12-20T02:43:15
1110,1445,2020-09-09T16:55:49
1464,1001,2020-09-11T16:48:52
1414,1357,2020-01-23T07:58:17
1409,1319,2020-05-02T04:47:39
1093,1281,2020-12-14T11:46:17
1127,1494,2020-02-09T06:44:40
1476,1014,2020-10-28T10:13:26
1247,1400,2020-10-17T02:06:44
1439,1115,2020-03-05T03:00:58
1163,1035,2020-09-21T17:57:45
1178,1165,2020-11-23T16:15:03
1481,1499,2020-08-02T09:13:18
1281,1185,2020-08-16T20:29:36
1150,1016,2020-09-05T21:48:40
1284,1490,2020-02-19T04:14:59
1372,1257,2020-01-17T20:06:14
1033,1218,2020-01-01T12:10:03
1370,1132,2020-10-01T00:41:01
1471,1350,2020-06-07T11:34:18
1093,1182,2020-01-23T03:08:26
1495,1366,2020-09-12T13:54:44
1175,1454,2020-02-23T14:43:32
1244,1041,2020-10-31T21:33:57
1276,1078,2020-10-22T21:56:22
1077,1023,2020-11-29T15:30:44
1392,1393,2020-05-12T01:57:59
1134,1437,2020-11-03T15:22:15
1014,1161,2020-08-25T21:06:53
1439,1024,2020-12-15T00:41:17
1041,1419,2020-07-28T01:43:32
1497,1336,2020-03-09T04:59:49
1122,1062,2020-01-05T04:45:10
1311,1178,2020-07-09T17:45:34
1076,1231,2020-01-17T16:07:32
1244,1004,2020-12-30T23:49:07
1060,1276,2020-12-24T04:23:59
1076,1034,2020-08-20T10:02:01
1347,1313,2020-05-22T09:45:24
1283,1480,2020-01-12T09:07:37
1052,1078,2020-09-05T11:19:23
1415,1092,2020-12-21T20:23:22
1116,1386,2020-12-11T15:52:14
1121,1153,2020-07-30T22:04:12
1008,1121,2020-11-16T09:06:44
1347,1369,2020-11-13T05:19:38
1183,1494,2020-10-09T11:10:49
1118,1188,2020-07-26T22:08:06
1212,1058,2020-04-22T09:39:51
1417,1131,2020-01-01T02:21:15
1486,1156,2020-10-06T00:37:12
1086,1218,2020-01-12T13:38:26
1408,1068,2020-03-15T13:05:14
1187,1199,2020-10-20T20:48:22
1429,1222,2020-03-26T05:04:56
1459,1069,2020-04-07T03:14:12
1143,1425,2020-05-19T22:59:02
1407,1156,2020-05-22T05:41:42
1063,1271,2020-11-19T20:12:34
1204,1197,2020-04-01T12:23:37
1216,1286,2020-05-01T01:28:57
1435,1317,2020-07-05T10:29:58
1493,1205,2020-05-02T18:33:46
1354,1479,2020-06-10T13:24:46
1379,1374,2020-03-09T11:26:36
1418,1106,2020-01-01T02:19:33
1081,1028,2020-06-19T04:28:15
1489,1401,2020-10-04T16:46:00
1214,1178,2020-07-07T12:57:03
1344,1220,2020-06-25T01:18:54
1115,1182,2020-01-04T02:37:44
1452,1141,2020-10-16T18:58:47
1321,1493,2020-09-25T05:33:57
1497,1306,2020-12-12T02:05:10
1136,1243,2020-04-11T14:28:39
1442,1245,2020-03-15T04:12:50
1129,1340,2020-11-27T03:37:27
1100,1332,2020-10-07T05:24:25
1210,1143,2020-06-27T19:20:35
1097,1040,2020-01-03T17:59:21
1210,1456,2020-08-25T07:54:32
1086,1048,2020-05-30T09:35:24
1300,1046,2020-10-27T07:35:47
1154,1337,2020-11-08T13:38:44
1067,1486,2020-04-21T16:12:47
1168,1208,2020-02-18T12:15:17
1138,1303,2020-06-18T15:15:54
1250,1411,2020-09-04T15:09:33
1480,1182,2020-09-22T18:04:45
1018,1094,2020-02-06T19:54:52
1282,1262,2020-11-20T08:44:05
1197,1432,2020-05-13T17:35:54
1210,1290,2020-06-24T05:28:21
1398,1422,2020-05-14T16:22:02
1099,1370,2020-09-23T04:44:33
1124,1441,2020-04-12T23:35:55
1035,1399,2020-04-26T07:06:18
1038,1130,2020-04-27T12:42:23
1041,1022,2020-04-12T12:30:42
1339,1464,2020-01-17T15:09:56
1178,1039,2020-11-06T02:29:56
1214,1130,2020-06-09T20:05:36
1459,1367,2020-09-29T11:32:47
1016,1266,2020-06-11T22:40:19
1172,1193,2020-07-09T15:10:54
1296,1088,2020-02-12T09:57:23
1267,1204,2020-04-15T00:29:28
1276,1076,2020-05-07T02:34:31
1223,1085,2020-09-17T01:44:59
1267,1137,2020-08-25T21:54:01
1366,1050,2020-01-31T07:16:19
1286,1250,2020-12-05T13:26:06
1398,1401,2020-04-25T08:10:30
1237,1336,2020-10-24T10:51:12
1349,1483,2020-04-12T21:48:36
1248,1425,2020-05-01T14:26:40
1427,1237,2020-08-17T22:24:58
1048,1087,2020-02-22T03:28:14
1310,1192,2020-05-01T03:50:40
1491,1352,2020-03-30T06:42:44
1312,1157,2020-02-20T13:34:49
1196,1438,2020-09-14T21:37:19
1142,1385,2020-03-04T14:53:38
1033,1280,2020-04-16T07:23:01
1201,1058,2020-06-12T03:11:01
1392,1123,2020-04-02T09:44:26
1015,1448,2020-03-14T12:46:12
1207,1182,2020-10-02T17:29:52
1035,1295,2020-09-01T03:23:09
1425,1442,2020-12-11T01:45:17
1345,1462,2020-01-09T10:03:25
1057,1115,2020-01-13T21:56:52
1377,1366,2020-12-22T04:00:42
1024,1446,2020-07-28T03:13:30
1229,1074,2020-08-24T20:38:13
1121,1023,2020-11-09T01:46:19
1235,1292,2020-10-23T20:14:01
1452,1475,2020-12-12T04:04:38
1357,1086,2020-06-04T04:31:45
1137,1278,2020-03-05T21:03:00
1160,1492,2020-07-13T23:00:15
1203,1026,2020-12-22T02:57:05
1374,1430,2020-08-29T15:04:28
1447,1328,2020-10-04T10:59:36
1266,1149,2020-02-27T10:21:18
1082,1009,2020-09-02T02:48:15
1127,1440,2020-10-04T00:45:42
1047,1267,2020-05-01T00:06:01
1405,1067,2020-02-03T07:36:22
1097,1305,2020-01-31T01:17:27
1470,1041,2020-01-01T12:35:10
1238,1400,2020-03-02T02:59:57
1111,1119,2020-03-09T13:29:14
1482,1051,2020-09-22T08:57:47
1391,1200,2020-06-07T15:13:34
1416,1148,2020-09-19T10:30:58
1374,1027,2020-01-27T15:57:43
1212,1128,2020-01-21T22:25:39
1018,1282,2020-05-31T12:53:56
1128,1315,2020-06-30T04:23:10
1094,1226,2020-03-04T11:40:15
1146,1001,2020-06-28T03:02:08
1275,1470,2020-09-08T12:06:48
1167,1268,2020-03-05T16:20:42
1047,1383,2020-01-10T19:26:06
1303,1115,2020-03-13T23:21:35
1384,1189,2020-08-04T01:57:06
1265,1385,2020-12-22T01:11:54
1425,1404,2020-03-08T06:24:30
1256,1332,2020-03-19T01:14:37
1056,1366,2020-05-14T10:13:24
1397,1234,2020-08-29T20:02:03
1247,1282,2020-10-24T16:32:33
1399,1430,2020-02-24T08:59:32
1220,1473,2020-12-08T15:49:24
1017,1420,2020-12-01T01:40:01
1201,1098,2020-09-30T10:30:48
1144,1497,2020-06-17T20:46:44
1180,1023,2020-07-26T20:11:02
1033,1128,2020-06-15T05:23:48
1311,1153,2020-03-13T10:49:07
1215,1185,2020-08-14T07:45:49
1347,1337,2020-08-12T15:17:18
1243,1219,2020-04-29T14:21:51
1077,1185,2020-08-09T02:04:43
1458,1438,2020-08-08T15:29:09
1461,1309,2020-12-15T09:58:51
1118,1441,2020-09-11T17:16:41
1100,1131,2020-01-08T13:37:44
1160,1452,2020-06-28T18:32:50
1144,1303,2020-07-22T23:53:41
1453,1221,2020-02-28T15:40:10
1431,1412,2020-05-06T16:07:42
1367,1215,2020-11-20T13:39:10
1053,1271,2020-01-07T12:52:49
1020,1232,2020-01-31T02:31:46
1200,1222,2020-06-15T17:31:14
1276,1203,2020-03-16T10:37:18
1184,1106,2020-01-12T06:19:00
1476,1196,2020-03-20T13:46:37
1259,1116,2020-06-10T22:09:44
1424,1377,2020-06-28T02:52:21
1450,1198,2020-10-13T03:58:03
1331,1126,2020-07-16T09:51:09
1446,1152,2020-04-26T04:10:40
1363,1047,2020-10-17T16:48:43
1220,1133,2020-11-29T06:44:16
1100,1109,2020-08-20T16:09:54
1228,1460,2020-07-12T15:50:48
1013,1264,2020-08-24T13:06:20
1292,1159,2020-11-27T06:42:51
1370,1128,2020-05-10T02:41:03
1466,1330,2020-03-29T07:25:02
1123,1152,2020-08-17T20:34:09
1098,1004,2020-08-04T11:04:04
1059,1249,2020-02-28T02:26:32
1377,1390,2020-05-26T21:56:20
1223,1024,2020-04-06T19:22:13
1254,1157,2020-09-19T05:27:36
1218,1245,2020-06-24T06:47:57
1214,1164,2020-08-10T18:12:06
1191,1235,2020-07-25T13:38:49
1092,1145,2020-04-30T15:08:20
1107,1126,2020-12-30T08:06:01
1175,1231,2020-10-17T11:05:07
1049,1120,2020-12-09T09:41:54
1236,1291,2020-10-02T19:23:42
1463,1292,2020-01-15T04:08:28
1386,1413,2020-12-30T12:53:10
1390,1078,2020-09-07T15:54:16
1035,1057,2020-10-01T22:58:03
1343,1472,2020-12-24T16:08:49
1176,1024,2020-04-11T05:33:18
1123,1014,2020-02-07T05:17:30
1497,1341,2020-07-27T02:40:12
1432,1212,2020-04-29T00:36:28
1056,1306,2020-11-10T19:04:46
1381,1080,2020-11-14T23:41:27
1260,1106,2020-08-31T16:32:51
1196,1183,2020-04-18T20:15:12
1175,1432,2020-12-04T04:11:30
1451,1236,2020-11-24T07:41:10
1241,1241,2020-01-08T01:53:42
1246,1138,2020-04-29T19:21:15
1063,1124,2020-04-05T04:57:45
1134,1403,2020-04-09T07:14:29
1371,1234,2020-03-17T01:29:56
1004,1177,2020-02-16T08:22:02
1440,1454,2020-05-31T02:01:39
1366,1091,2020-06-27T03:28:56
1467,1045,2020-07-09T20:54:27
1230,1175,2020-09-08T00:18:42
1179,1269,2020-09-21T13:46:21
1499,1331,2020-08-24T06:27:47
1437,1051,2020-01-05T17:11:07
1086,1422,2020-04-07T17:42:28
1304,1495,2020-01-15T03:59:49
1098,1214,2020-08-04T04:43:59
1292,1180,2020-07-30T07:31:56
1243,1468,2020-08-25T02:20:05
1167,1461,2020-10-15T16:38:24
1040,1244,2020-12-22T14:27:14
1422,1263,2020-11-01T21:52:52
1179,1011,2020-05-12T19:40:24
1405,1471,2020-03-28T17:13:43
1363,1238,2020-03-31T21:23:06
1372,1324,2020-08-05T15:38:50
1460,1208,2020-05-15T03:50:29
1006,1491,2020-07-17T16:27:52
1193,1155,2020-12-04T18:08:09
1353,1112,2020-07-02T01:25:39
1003,1222,2020-11-23T05:53:59
1407,1104,2020-01-17T15:03:25
1253,1472,2020-07-20T05:17:27
1264,1467,2020-02-07T00:00:08
1110,1307,2020-07-24T10:29:01
1213,1100,2020-12-24T14:44:31
1154,1412,2020-11-26T17:13:14
1032,1373,2020-09-30T21:54:51
